wkb_geometry;codice;strada;desvia;fumetto;vifraz;sensouni;tipo_arco;tipo_cod;tipo_stra
"LINESTRING (665017.2 5097778.37,665070.19 5097758.0,665062.56 5097738.0)";7990;7990;VIA POMERANOS;VIA POMERANOS;TRENTO;0;;0;
"LINESTRING (664397.62 5103789.5,664392.21 5103794.93,664363.92 5103834.68,664358.99 5103843.41)";1200;1200;VIA G. GALILEI;VIA G. GALILEI;TRENTO;1;;0;
"LINESTRING (664496.88 5105475.0,664496.24 5105492.38,664498.1 5105508.09,664499.97 5105527.78,664501.46 5105544.93,664502.88 5105614.5)";6100;6100;VIA DEI CASTORI;VIA DEI CASTORI;TRENTO;0;;0;
"LINESTRING (666801.76 5103517.77,666800.66 5103505.66,666797.31 5103480.74,666796.34 5103455.68,666797.14 5103435.69,666800.74 5103409.93,666801.12 5103404.28,666800.81 5103360.5,666801.4 5103346.23,666803.45 5103334.36,666808.31 5103317.5)";7315;7315;VIA MADONNINA;VIA MADONNINA;TRENTO;0;PRINCIPALE;0;
"LINESTRING (664137.88 5110617.0,664139.38 5110606.56,664141.06 5110596.5,664140.64 5110592.87,664139.38 5110589.55,664135.2 5110583.06,664131.8 5110580.53,664124.21 5110577.46,664117.14 5110573.44,664112.44 5110570.0,664101.69 5110557.5,664094.19 5110546.0,664087.31 5110534.0,664071.49 5110506.43)";8501;8501;STRADA DELLA CA COMUNA;STRADA DELLA CA COMUNA;TRENTO;0;SECONDARIO;0;
"LINESTRING (663430.43 5105120.8,663518.91 5105127.15)";4072;4072;GIARDINO MASSIMILIANO I;GIARDINO MASSIMILIANO I;TRENTO;0;PRINCIPALE;0;
"LINESTRING (666074.62 5100157.0,666063.87 5100187.54,666053.4 5100214.7,666044.3 5100243.33,666039.63 5100267.45,666038.13 5100279.33)";7080;7080;VIA GALASSA;VIA GALASSA;TRENTO;0;;0;
"LINESTRING (665148.44 5099874.46,665148.93 5099870.25,665148.96 5099863.92,665146.79 5099850.06,665146.51 5099841.42,665147.41 5099833.52,665148.61 5099828.53,665151.29 5099821.26,665157.91 5099806.59,665161.57 5099800.05)";650;650;VIA AL CASTELLER;VIA AL CASTELLER;TRENTO;0;;0;
"LINESTRING (664246.372440702 5104663.7610691,664260.91 5104694.17)";700;700;PIAZZA DI CENTA;PIAZZA DI CENTA;TRENTO;1;SECONDARIO;0;
"LINESTRING (666175.44 5100684.5,666196.77 5100664.34,666195.83 5100651.84,666191.62 5100618.0)";7210;7210;VIA TORRICELLE;VIA TORRICELLE;TRENTO;0;;0;
"LINESTRING (665016.12 5103421.5,665021.29 5103416.66,665033.64 5103408.52,665046.39 5103411.49,665055.12 5103385.0)";3550;3550;VIA ZARA;VIA ZARA;TRENTO;0;;0;
"LINESTRING (664339.17 5103526.27,664333.21 5103520.85,664333.03 5103515.08)";940;940;VIA DIETRO LE MURA A;VIA DIETRO LE MURA A;TRENTO;1;;0;
"LINESTRING (665100.57 5100388.64,665101.5 5100353.13,665099.89 5100337.4,665096.16 5100321.24,665089.57 5100297.5,665081.0 5100264.56,665077.02 5100246.92,665074.04 5100227.53,665072.55 5100215.6,665071.8 5100198.94,665073.91 5100164.76,665075.16 5100152.58,665075.03 5100144.38,665074.78 5100138.41,665072.8 5100123.87,665069.69 5100111.57,665066.46 5100102.5,665061.24 5100088.08,665056.76 5100074.28,665046.82 5100045.95,665042.84 5100034.76,665039.24 5100024.07,665036.75 5100011.89,665034.02 5099997.85,665031.78 5099981.94,665031.16 5099971.25,665030.79 5099962.43,665030.54 5099940.18,665030.41 5099931.23,665030.41 5099921.66,665030.66 5099910.23,665031.28 5099902.77,665030.66 5099894.32,665029.59 5099891.63,665027.82 5099888.97,665025.35 5099886.57,665023.08 5099885.0,665020.81 5099883.56,665018.36 5099882.51,665015.62 5099881.64,665010.78 5099880.02,665007.46 5099878.91)";3860;3860;VIA EDMUND MACH;VIA EDMUND MACH;TRENTO;0;;0;
"LINESTRING (664673.5 5102781.5,664667.62 5102783.5,664659.75 5102788.0,664647.06 5102797.5,664630.06 5102815.0,664605.38 5102837.5)";330;330;VIA BOLGHERA;VIA BOLGHERA;TRENTO;1;;0;
"LINESTRING (663423.780021542 5103173.59943301,663421.69 5103148.5,663419.67 5103143.97)";2900;2900;VIA R. DA SANSEVERINO;VIA R. DA SANSEVERINO;TRENTO;1;;0;
"LINESTRING (663531.19 5108952.0,663526.03 5108973.5,663514.54 5109010.41,663513.94 5109014.0,663514.91 5109019.54,663516.4 5109024.43,663517.68 5109026.99,663519.92 5109029.54)";8527;8527;VIA DELLA CAVADA;VIA DELLA CAVADA;TRENTO;0;;0;
"LINESTRING (664308.02 5106707.6,664308.68 5106714.51,664308.98 5106730.97,664310.57 5106737.11,664313.54 5106744.55,664318.89 5106753.87,664321.37 5106757.74,664328.12 5106764.38,664329.5 5106766.86)";6493;6493;VIA AL MASO CARESIA;VIA AL MASO CARESIA;TRENTO;0;;0;
"LINESTRING (664384.69 5110535.0,664387.34 5110538.23,664388.84 5110539.5,664391.06 5110540.45,664393.12 5110540.54,664395.17 5110540.27,664441.1 5110527.29,664448.55 5110525.91,664456.81 5110526.0,664488.94 5110530.5)";8413;8413;VIA PER CORTESANO;VIA PER CORTESANO;TRENTO;0;;0;
"LINESTRING (665651 5104684,665683.35 5104681.62)";6360;6360;VIA SAN VITO;VIA SAN VITO;TRENTO;0;;0;
"LINESTRING (664818.98 5101935.66,664890.88 5101942.5,664891.692007342 5101942.58817374)";3250;3250;VIALE DEI TIGLI;VIALE DEI TIGLI;TRENTO;0;;0;
"LINESTRING (662690.567173212 5109561.81514095,662721.19 5109721.5,662723.81 5109735.5,662721.94 5109742.0,662700.88 5109775.0,662694.53 5109787.85,662691.59 5109802.16,662694.12 5109820.0,662729.04 5110002.26,662740.73 5110047.91)";5630;5630;VIA DELL'ORA DEL GARDA;VIA DELL'ORA DEL GARDA;TRENTO;0;;0;
"LINESTRING (666323.84 5103902.7,666326.75 5103901.17,666328.7 5103900.62,666330.69 5103900.44,666332.49 5103900.46,666333.93 5103900.62,666337.05 5103901.56,666339.74 5103903.16,666341.73 5103905.07,666343.1 5103907.06,666343.93 5103909.17,666344.3 5103911.28,666344.3 5103913.23,666343.93 5103916.02,666343.02 5103918.65)";7305;7305;VIA ALLA CASCATA;VIA ALLA CASCATA;TRENTO;1;;0;
"LINESTRING (665008.69 5101837.5,664998.94 5101772.58,664997.15 5101766.29,664992.65 5101755.5,664990.86 5101747.12,664982.17 5101686.62)";2080;2080;VIALE DEGLI OLMI;VIALE DEGLI OLMI;TRENTO;0;;0;
"LINESTRING (664043.39 5102223.74,664159.99 5102242.46)";2880;2880;VIA SAN PIO X;VIA SAN PIO X;TRENTO;0;;0;
"LINESTRING (662045.6 5108681.66,662009.5 5108670.5,661996.31 5108666.5,661974.65 5108659.86,661961.32 5108655.94,661917.5 5108643.5,661915.5 5108643.0,661913.88 5108642.0,661912.81 5108640.5,661912.56 5108638.5,661913.56 5108636.0,661929.56 5108609.5,661950.38 5108574.0,661988.19 5108508.0,662037.62 5108420.0,662050.31 5108396.5,662071.56 5108360.0,662097.0 5108316.5,662121.31 5108276.0,662153.81 5108221.0)";5370;5370;VIA B. TODESCA;VIA B. TODESCA;TRENTO;0;;0;
"LINESTRING (664851.38 5100922.0,664854.49 5100915.29,664857.88 5100909.25,664861.07 5100903.01,664863.44 5100895.5,664864.69 5100886.5,664865.69 5100877.0,664865.81 5100867.0,664866.06 5100855.0)";3817;3817;VIA DI MADONNA BIANCA;VIA DI MADONNA BIANCA;TRENTO;1;;0;
"LINESTRING (664249.5 5104158.5,664277.56 5104190.5)";3310;3310;VIA TORRE VERDE;VIA TORRE VERDE;TRENTO;1;;0;
"LINESTRING (664577.56 5100073.0,664569.46 5100074.07,664560.71 5100076.22,664551.18 5100083.24)";2540;2540;VIA RAGAZZI DEL '99;VIA RAGAZZI DEL '99;TRENTO;1;PRINCIPALE;0;SS 12 svincoli
"LINESTRING (663703.71 5100218.89,663727.44 5100224.5,663735.79 5100225.0,663745.98 5100223.39,663760.5 5100219.5,663773.69 5100215.0,663787.11 5100210.99,663794.29 5100211.02,663813.97 5100211.45,663824.81 5100211.65,663841.25 5100210.5,663858.12 5100209.0,663902.9 5100205.74)";8803;8803;VIA STELLA;VIA STELLA;TRENTO;0;;0;
"LINESTRING (666545.74 5101462.86,666549.55 5101456.58,666555.97 5101448.53,666570.5 5101431.5,666577.25 5101419.5)";7263;7263;VIA DEL NESPOLAR;VIA DEL NESPOLAR;TRENTO;0;;0;
"LINESTRING (665841.43 5105488.32,665831.25 5105484.28,665822.33 5105480.5,665814.63 5105477.41,665809.91 5105475.37,665803.61 5105472.51,665799.01 5105470.16,665790.98 5105466.2,665776.72 5105459.98,665770.5 5105458.17,665764.39 5105456.58,665754.89 5105455.0,665739.62 5105454.55,665698.77 5105454.66,665694.25 5105453.44)";6480;6480;VIA DI NICODEMO;VIA DI NICODEMO;TRENTO;0;;0;
"LINESTRING (666717.29 5101562.26,666715.19 5101577.0,666711 5101602,666706.74 5101628.32,666705.55 5101637.85,666706.06 5101666.0,666707.33 5101677.5,666710.31 5101695.0,666709.56 5101706.5,666706.06 5101723.0,666701.19 5101736.5)";7263;7263;VIA DEL NESPOLAR;VIA DEL NESPOLAR;TRENTO;0;;0;
"LINESTRING (663458.57 5107510.85,663466.89 5107513.1,663475.38 5107515.7,663482.25 5107520.5,663488.12 5107524.5,663493.74 5107527.77,663499.38 5107531.0,663506.68 5107534.96,663514.15 5107538.32,663521.58 5107542.54,663527.42 5107546.28,663535.11 5107550.01,663547.84 5107555.19,663552.29 5107556.46,663555.91 5107557.14)";5470;5470;VIA 2 GIUGNO;VIA 2 GIUGNO;TRENTO;0;;0;
"LINESTRING (663917.88 5102734.5,663896.05 5102727.93,663912.18 5102672.66)";310;310;VIA E. BEZZI;VIA E. BEZZI;TRENTO;0;;0;
"LINESTRING (664552.81 5104142.0,664565.19 5104148.5,664586.56 5104160.0,664597.88 5104166.0)";740;740;VIA DELLA CERVARA;VIA DELLA CERVARA;TRENTO;0;;0;
"LINESTRING (664173.94 5101225.5,664172.5 5101229.5,664171.25 5101231.5,664169.75 5101233.0,664168 5101234,664166 5101235,664163.94 5101235.5,664161.81 5101236.0,664159.62 5101235.5,664157.56 5101235.0,664155.62 5101234.0,664153.81 5101233.0,664152.31 5101231.5,664151.06 5101229.5,664150.25 5101228.0)";1120;1120;VIA FERSINA;VIA FERSINA;TRENTO;1;;0;
"LINESTRING (665560.56 5104785.64,665561.78 5104787.57,665562.24 5104788.54,665562.49 5104789.57,665562.66 5104790.73,665562.68 5104792.08,665562.36 5104793.63,665562.07 5104794.68,665561.75 5104795.54,665561.29 5104796.21)";0;0;;;TRENTO;1;;0;
"LINESTRING (664536.81 5103252.5,664550.13 5103256.63,664553.32 5103257.2,664561.66 5103256.25,664598.5 5103253.0,664638.19 5103250.0,664693.81 5103245.5)";10;10;VIA C. ABBA;VIA C. ABBA;TRENTO;0;;0;
"LINESTRING (664866.06 5100855.0,664854.69 5100816.0,664853.38 5100809.8,664853.377612765 5100809.78809412)";3817;3817;VIA DI MADONNA BIANCA;VIA DI MADONNA BIANCA;TRENTO;0;PRINCIPALE;0;
"LINESTRING (667085.02 5105891.0,667091.74 5105901.97,667104.43 5105916.96,667113.5 5105924.03,667124.2 5105931.47,667133.0 5105936.61,667140.54 5105939.25,667207.41 5105964.43,667215.37 5105968.28,667226.12 5105973.06,667241.01 5105978.38,667258.54 5105983.46,667271.1 5105986.82,667282.52 5105989.02,667300.61 5105991.15,667324.02 5105990.88,667350.84 5105989.35,667360.45 5105989.03,667373.24 5105989.82,667388.93 5105991.94,667398.78 5105993.27,667408.09 5105993.81,667426.43 5105995.25,667442.56 5105993.5,667452.52 5105990.61,667464.98 5105985.75,667477.0 5105976.79,667482.71 5105972.78,667488.98 5105966.83,667491.2 5105964.12,667496.41 5105956.83,667502.85 5105947.1,667504.42 5105944.13,667506.82 5105937.69,667508.91 5105927.41,667510.86 5105916.28,667513.28 5105911.53,667520.91 5105904.48,667524.08 5105902.3,667528.23 5105900.33,667534.78 5105897.93,667546.47 5105895.31,667552.35 5105894.13,667555.65 5105893.01,667566.67 5105887.75,667571.7 5105884.2,667581.11 5105878.02)";6419;6419;VIA PER PILA;VIA PER PILA;TRENTO;0;PRINCIPALE;0;
"LINESTRING (665055.69 5101071.5,665058.62 5101057.5,665059.31 5101036.5,665057.0 5101019.5,665052.38 5101000.0,665046.53 5100984.23,665040.48 5100969.73,665036.25 5100958.54,665034.74 5100948.87,665034.81 5100931.5,665036.81 5100916.5,665044.06 5100902.0,665050.69 5100892.5,665058.62 5100883.0,665070.25 5100874.0,665082.0 5100868.65,665090.5 5100865.5,665140.62 5100852.5,665149.38 5100849.83,665157.12 5100844.7,665169.43 5100830.33,665185.39 5100811.91,665209.68 5100784.53,665214.94 5100771.5,665232.83 5100727.65,665255.68 5100670.17,665257.18 5100655.52,665252.06 5100641.5)";290;290;VIA A. BETTINI;VIA A. BETTINI;TRENTO;0;;0;
"LINESTRING (666482.75 5103072.5,666482.81 5103096.0)";7415;7415;VIA ALLA VAL;VIA ALLA VAL;TRENTO;0;;0;
"LINESTRING (666801.76 5103517.77,666798.85 5103523.52,666790.61 5103532.07,666780.98 5103544.07,666777.54 5103553.56)";7315;7315;VIA MADONNINA;VIA MADONNINA;TRENTO;0;PRINCIPALE;0;
"LINESTRING (663242.38 5104769.39,663238.52 5104770.99,663233.89 5104774.56,663230.24 5104779.7,663228.55 5104784.44,663227.87 5104788.36)";281;281;VIA BERLINO;VIA BERLINO;TRENTO;1;;0;
"LINESTRING (663483.19 5099754.0,663464.0 5099690.5)";8803;8803;VIA STELLA;VIA STELLA;TRENTO;0;;1;SP 90 Destra Adige
"LINESTRING (663923.94 5103396.0,663935.69 5103327.0,663920.44 5103296.5)";2670;2670;VIA A. ROSMINI;VIA A. ROSMINI;TRENTO;0;;0;
"LINESTRING (662887.3 5097990.58,662898.55 5097992.41,662919.94 5097994.85,662929.81 5097996.5)";8915;8915;VIA DELLE PREDE;VIA DELLE PREDE;TRENTO;0;;0;
"LINESTRING (662929.81 5097996.5,662939.99 5097997.75,662944.12 5097998.5)";8915;8915;VIA DELLE PREDE;VIA DELLE PREDE;TRENTO;0;;0;
"LINESTRING (666091.31 5100394.0,666086.98 5100395.25,666084.64 5100396.71,666083.01 5100398.66,666075.38 5100427.79,666061.35 5100474.22,666054.24 5100493.52,666049.8 5100502.4)";7150;7150;VIA SAN ROCCO;VIA SAN ROCCO;TRENTO;0;;0;
"LINESTRING (659423.45 5103958.02,659421.75 5103952.53,659421.64 5103947.12,659421.62 5103936.0,659421.62 5103925.5,659421.62 5103913.5,659422.200238639 5103902.86098298,659423.71767352 5103892.60312319)";8041;8041;VIA DELLA RI;VIA DELLA RI;TRENTO;0;;0;
"LINESTRING (663173.19 5107263.5,663168.53 5107300.32,663163.63 5107304.1,663126.7 5107300.67,663118.88 5107330.5)";5070;5070;VIA BOLZANO;VIA BOLZANO;TRENTO;0;;0;
"LINESTRING (666134.75 5101075.5,666143.44 5101071.0,666150.25 5101065.67,666157.5 5101061.0,666162.94 5101056.5,666182.69 5101044.5,666205.62 5101032.5,666212.44 5101029.0,666217.56 5101025.5,666235.12 5101017.0,666245.0 5101010.5,666252.06 5101005.5,666260.81 5100997.0,666275.84 5100983.36,666284.26 5100975.19,666287.34 5100973.58,666290.28 5100972.11,666291.53 5100963.03,666291.06 5100953.19,666291.89 5100946.12,666293.79 5100930.0,666295.38 5100918.0,666297.02 5100908.14,666299.86 5100898.74,666301.95 5100892.33,666304.31 5100887.5,666313.43 5100872.49,666319.69 5100862.5,666322.38 5100857.72,666328.0 5100854.5,666332.51 5100854.83,666337.6 5100858.77,666341.86 5100861.85,666351.77 5100866.2,666363.85 5100872.49,666373.5 5100876.0,666378.62 5100877.56,666385.62 5100878.5,666395.7 5100879.82)";7267;7267;VIA DELLE NODE;VIA DELLE NODE;TRENTO;0;;0;
"LINESTRING (666480.04 5103003.23,666479.94 5103004.25,666480.5 5103034.74,666482.75 5103072.5)";7415;7415;VIA ALLA VAL;VIA ALLA VAL;TRENTO;0;;0;
"LINESTRING (663532.56 5104742.5,663537.75 5104729.0,663558.25 5104666.0,663562.19 5104652.5,663576.62 5104593.5,663586 5104542)";1770;1770;LUNGADIGE MARCO APULEIO;LUNGADIGE MARCO APULEIO;TRENTO;0;;0;
"LINESTRING (663532.56 5104742.5,663511.06 5104733.0,663512.5 5104710.5,663517.44 5104668.5,663517.94 5104661.0,663513.25 5104659.5,663498.06 5104657.5,663502 5104627)";1770;1770;LUNGADIGE MARCO APULEIO;LUNGADIGE MARCO APULEIO;TRENTO;0;;0;
"LINESTRING (663550.93 5107839.55,663539.6 5107863.54)";5625;5625;VIA SILVIO PEGORETTI;VIA SILVIO PEGORETTI;TRENTO;0;;0;
"LINESTRING (665247.52 5097934.6,665204.88 5097928.74,665189.67 5097928.47,665167.69 5097929.99,665160.22 5097931.35,665154.51 5097933.05,665149.24 5097934.92,665144.0 5097938.1,665137.9 5097942.33,665133.0 5097947.15,665125.32 5097959.46,665117.699827363 5097973.09292512,665115.396533918 5097978.24334518,665110.12 5097992.0,665102.44 5098020.0,665099.69 5098035.0,665099.62 5098041.0,665100.01 5098064.62,665095.39 5098082.78,665089.19 5098107.5,665083.66 5098127.11,665082.36 5098149.07,665082.05 5098162.91,665080.75 5098172.74,665075.06 5098183.5)";7704;7704;STRADA AI PALAZZI;STRADA AI PALAZZI;TRENTO;0;;0;
"LINESTRING (663078.56 5100367.5,663093.38 5100374.0)";8760;8760;VIA FILARI LONGHI;VIA FILARI LONGHI;TRENTO;0;;0;
"LINESTRING (665152.44 5103502.5,665161.88 5103508.0)";1690;1690;SALITA F. MANCI;SALITA F. MANCI;TRENTO;0;;0;
"LINESTRING (666939.94 5105985.0,666925.19 5105978.0,666888.74 5105955.28,666870.95 5105943.92,666860.22 5105937.6,666836.89 5105923.23,666797.59 5105901.5,666761.76 5105882.79)";6414;6414;VIA PER CAMPEL;VIA PER CAMPEL;TRENTO;0;SECONDARIO;0;
"LINESTRING (665822.67 5100128.18,665812.42 5100142.34,665809.44 5100145.69,665806.27 5100148.86,665802.36 5100152.4,665797.88 5100155.94,665795.09 5100158.92,665786.89 5100167.49,665780.18 5100175.5,665772.36 5100183.89,665765.83 5100190.78,665759.69 5100197.68,665755.77 5100201.78,665750.74 5100205.88,665742.73 5100211.65)";3833;3833;VIA AL BOSCO DELLA CITTA';VIA AL BOSCO DELLA CITTA';TRENTO;0;;0;
"LINESTRING (664331.44 5103455.0,664344.11 5103454.82,664401.19 5103442.5,664474.12 5103426.5,664569.12 5103405.5)";2780;2780;VIA SAN GIOVANNI BOSCO;VIA SAN GIOVANNI BOSCO;TRENTO;0;;0;
"LINESTRING (660356.72 5101957.72,660350.16 5101967.05,660339.58 5101977.57,660317.43 5101998.12,660315.19 5102002.5,660310.94 5102017.69,660309.27 5102032.41,660309.79 5102049.55,660313.04 5102060.77,660315.7 5102069.19,660317.17 5102076.29,660318.55 5102090.7,660319.24 5102107.43,660319.98 5102148.63,660319.44 5102175.5,660318.14 5102184.14)";8654;8654;VIA DEI DAINI - VANEZE;VIA DEI DAINI - VANEZE;TRENTO;0;;0;
"LINESTRING (663441.72 5106611.07,663439.2 5106628.28,663434.6 5106645.91,663431.42 5106659.67,663429.73 5106669.38)";5290;5290;VIA 4 NOVEMBRE;VIA 4 NOVEMBRE;TRENTO;1;;1;SS 12 svincoli
"LINESTRING (665028.84 5097805.94,665068.53 5097798.76,665082.9 5097795.64,665096.41 5097789.96)";7990;7990;VIA POMERANOS;VIA POMERANOS;TRENTO;0;;0;
"LINESTRING (659606.65 5103991.59,659605.53 5104002.54,659604.66 5104019.09,659604.88 5104034.5,659604.74 5104050.61,659603.91 5104063.14,659603.09 5104070.16,659600.06 5104077.32,659595.75 5104086.66,659592.07 5104095.06,659589 5104099,659580.81 5104099.5,659558.91 5104097.42)";8011;8011;VIA DEL DOS CALT;VIA DEL DOS CALT;TRENTO;0;;0;
"LINESTRING (665158 5103059,665187.88 5103059.5,665224.31 5103060.5,665290.38 5103062.0)";2190;2190;VIA PADOVA;VIA PADOVA;TRENTO;0;;0;
"LINESTRING (664539.3 5100110.12,664542.75 5100117.71,664545.27 5100122.11,664548.44 5100127.4,664554.69 5100133.5)";3827;3827;VIA DEI MARINAI D'ITALIA;VIA DEI MARINAI D'ITALIA;TRENTO;1;;0;SS 12 svincoli
"LINESTRING (663171.88 5108300.5,663162.25 5108318.0)";5101;5101;VIA SANT'ANNA;VIA SANT'ANNA;TRENTO;0;;0;
"LINESTRING (665769.75 5101586.5,665759.02 5101573.2,665744.75 5101553.5,665733.25 5101521.5,665727.31 5101498.0)";7190;7190;VIA A. TAMBOSI;VIA A. TAMBOSI;TRENTO;0;;1;SP 204 Villazzano-Ponte Ludovico
"LINESTRING (663180.5 5108276.5,663199.69 5108276.5,663218.96 5108271.17)";5500;5500;PIAZZA DELLA LIBERTA';PIAZZA DELLA LIBERTA';TRENTO;0;;0;
"LINESTRING (666565.12 5102787.0,666567.81 5102796.5,666574.01 5102817.53,666580.31 5102841.5,666589 5102872,666591.07 5102877.38)";7425;7425;VIA GABBIOLO;VIA GABBIOLO;TRENTO;0;;0;
"LINESTRING (665760.1 5104682.51,665759.92 5104683.05,665759.44 5104684.07,665758.69 5104685.16,665757.72 5104686.11,665756.44 5104687.0,665755.04 5104687.65,665753.81 5104688.0,665752.36 5104688.14,665751 5104688,665749.66 5104687.59,665748.29 5104686.89,665747.19 5104686.0,665746.19 5104685.0)";0;0;;;TRENTO;1;;0;
"LINESTRING (659560.21 5105747.88,659551.16 5105757.03)";8123;8123;VIA DEL DOS DI SANT'ELENA;VIA DEL DOS DI SANT'ELENA;TRENTO;0;;0;
"LINESTRING (664915.75 5100910.0,664915.31 5100913.0,664913.93 5100915.6,664912.33 5100917.96,664909.75 5100920.92,664905.12 5100924.5,664898.53 5100929.21,664896.21 5100931.61,664892.16 5100936.08,664890.31 5100938.5)";1870;1870;VIA C. MENGUZZATO;VIA C. MENGUZZATO;TRENTO;1;;0;
"LINESTRING (664589.06 5103461.5,664618.88 5103547.0)";450;450;VIA BRIGATA ACQUI;VIA BRIGATA ACQUI;TRENTO;1;;0;
"LINESTRING (663819.25 5107132.0,663820.73 5107134.0,663821.75 5107136.0,663822.38 5107138.5,663822.56 5107141.0,663822.38 5107143.5,663821.75 5107146.0,663820.69 5107148.0,663819.25 5107150.0,663817.56 5107151.5,663815.48 5107153.18,663813.32 5107154.17)";0;0;;;TRENTO;1;;0;
"LINESTRING (664210.6 5103915.43,664180.81 5103914.0)";930;930;VIA A. DIAZ;VIA A. DIAZ;TRENTO;1;;0;
"LINESTRING (664496.13 5110235.27,664499.83 5110229.92,664503.75 5110226.0,664509.88 5110221.5,664515.75 5110218.0,664519.72 5110215.72,664525.62 5110212.5,664534.94 5110207.5,664542.56 5110203.0,664548.5 5110199.0,664555.81 5110193.0,664561.7 5110188.34,664568.12 5110183.5,664576.56 5110178.5,664579.61 5110177.08,664584.31 5110175.3,664586.17 5110173.83,664586.62 5110172.0,664589.56 5110169.0,664592.5 5110167.0)";8413;8413;VIA PER CORTESANO;VIA PER CORTESANO;TRENTO;0;;0;
"LINESTRING (663245.41 5108242.53,663275.46 5108246.43,663280.23 5108238.93,663283.67 5108234.89,663292.35 5108237.27,663295.94 5108238.05,663307.13 5108239.69,663315.64 5108242.65,663323.3 5108245.86,663330.07 5108249.08,663334.98 5108251.7,663338.27 5108253.96,663350.93 5108264.86,663355.16 5108269.0,663359.69 5108273.64,663366.56 5108282.5,663373.61 5108289.62,663380.23 5108293.82,663390.4 5108298.01,663397.91 5108299.41,663434.17 5108301.2,663456.82 5108299.03,663463.06 5108300.43,663474.25 5108302.34,663491.21 5108307.09,663507.53 5108313.39)";5580;5580;VIA BRUNO CETTO;VIA BRUNO CETTO;TRENTO;0;;0;
"LINESTRING (659052.06 5103717.0,659052.62 5103711.5,659054.38 5103695.5,659058.88 5103682.5,659063.67 5103673.64,659070.36 5103664.63,659076.93 5103656.66,659086.78 5103647.93,659107.44 5103636.0,659191.57 5103595.69)";8049;8049;STRADA PER LE TRE CIME;STRADA PER LE TRE CIME;TRENTO;0;;1;SP 85 dir Sopramonte
"LINESTRING (663302.31 5107652.5,663301.75 5107694.0,663301.61 5107704.31)";5290;5290;VIA 4 NOVEMBRE;VIA 4 NOVEMBRE;TRENTO;0;;0;
"LINESTRING (663526.64 5109036.16,663528.98 5109040.29,663544.8 5109058.64,663551.76 5109063.98,663553.81 5109064.5)";8527;8527;VIA DELLA CAVADA;VIA DELLA CAVADA;TRENTO;0;;0;
"LINESTRING (666995.36 5105847.06,666999.12 5105844.49,667002.97 5105838.37,667020.67 5105809.91,667029.62 5105802.0)";6424;6424;VIA DEI RAFAEI;VIA DEI RAFAEI;TRENTO;0;PRINCIPALE;0;
"LINESTRING (665152.44 5103502.5,665155.31 5103502.5,665157.36 5103502.28,665160.0 5103501.5)";1400;1400;VIA DON GIUSEPPE GRAZIOLI;VIA DON GIUSEPPE GRAZIOLI;TRENTO;0;PRINCIPALE;0;
"LINESTRING (662496.81 5107834.0,662481.97 5107834.47,662445.69 5107839.0)";5310;5310;VIA SAN GIOV. NEPOMUCENO;VIA SAN GIOV. NEPOMUCENO;TRENTO;0;;0;
"LINESTRING (664677.06 5103105.0,664688.75 5103094.0,664691.56 5103091.5,664725.44 5103060.5,664751.38 5103036.63)";1900;1900;VIA DEI MILLE;VIA DEI MILLE;TRENTO;0;;0;
"LINESTRING (663967.12 5101578.0,663968.45 5101560.31,663972.5 5101540.5,663975.62 5101527.0,663980.69 5101514.0,663985.5 5101502.0,663991.44 5101490.0,664002.75 5101469.5,664005.5 5101464.5)";1120;1120;VIA FERSINA;VIA FERSINA;TRENTO;0;;0;
"LINESTRING (664696.44 5104909.5,664701.11 5104882.83,664703.58 5104879.02,664705.83 5104876.87,664708.74 5104875.21,664712.33 5104873.5,664716.07 5104872.45,664719.72 5104872.07,664726.22 5104872.29,664742.35 5104872.79)";6170;6170;VIA DEL FORTE;VIA DEL FORTE;TRENTO;0;;0;
